end_station_name,end_station_latitude,end_station_longitude,year,month,count
W 22 St & 8 Ave,40.74475148,-73.99915362,2017,1,2375
W 24 St & 7 Ave,40.74487634,-73.99529885,2017,1,3121
W 25 St & 6 Ave,40.74395411,-73.99144871,2017,1,3037
W 26 St & 10 Ave,40.74971775,-74.00295035,2017,1,2883
W 26 St & 8 Ave,40.74734825,-73.99723551,2017,1,3069
W 27 St & 10 Ave,40.75018156,-74.00218427,2017,1,2315
W 27 St & 7 Ave,40.746647,-73.993915,2017,1,3126
W 31 St & 7 Ave,40.749156,-73.9916,2017,1,4131
W 33 St & 7 Ave,40.75019995,-73.99093085,2017,1,3945
W 34 St & 11 Ave,40.75594159,-74.0021163,2017,1,1078
W 37 St & 10 Ave,40.75660359,-73.9979009,2017,1,1943
W 37 St & 5 Ave,40.75038009,-73.98338988,2017,1,1921
W 38 St & 8 Ave,40.75466591,-73.99138152,2017,1,4023
W 39 St & 9 Ave,40.75645824,-73.99372222,2017,1,2639
W 4 St & 7 Ave S,40.73401143,-74.00293877,2017,1,2434
W 41 St & 8 Ave,40.75640548,-73.9900262,2017,1,4531
W 41 St & 8 Ave,40.75640548,-73.9900262,2017,2,1
W 42 St & 8 Ave,40.7575699,-73.99098507,2017,1,2391
W 42 St & Dyer Ave,40.75898481,-73.99379969,2017,1,1711
W 42 St & Dyer Ave,40.75898481,-73.99379969,2017,2,1
W 43 St & 10 Ave,40.76009437,-73.99461843,2017,1,2168
W 43 St & 6 Ave,40.75527307,-73.98316936,2017,1,2432
W 44 St & 5 Ave,40.75500254,-73.98014437,2017,1,2620
W 45 St & 6 Ave,40.7568001,-73.98291153,2017,1,2031
W 45 St & 8 Ave,40.75929124,-73.98859651,2017,1,2391
W 45 St & 8 Ave,40.75929124,-73.98859651,2017,2,1
W 46 St & 11 Ave,40.76341379,-73.99667444,2017,1,1496
W 47 St & 10 Ave,40.76269882,-73.99301222,2017,1,2019
W 49 St & 8 Ave,40.76227205,-73.98788205,2017,1,2731
W 52 St & 11 Ave,40.76727216,-73.99392888,2017,1,1486
W 52 St & 5 Ave,40.75992262,-73.97648516,2017,1,4823
W 52 St & 6 Ave,40.76132983,-73.97982001,2017,1,1280
W 52 St & 9 Ave,40.76461837,-73.98789473,2017,1,1230
W 52 St & 9 Ave,40.76461837,-73.98789473,2017,2,1
W 53 St & 10 Ave,40.76669671,-73.99061728,2017,1,1799
W 54 St & 9 Ave,40.76584941,-73.98690506,2017,1,1268
W 56 St & 10 Ave,40.768254,-73.988639,2017,1,1540
W 56 St & 10 Ave,40.768254,-73.988639,2017,2,1
W 59 St & 10 Ave,40.770513,-73.988038,2017,1,1002
W 63 St & Broadway,40.77163851,-73.98261428,2017,1,1811
W 64 St & West End Ave,40.77452835,-73.98753759,2017,1,1032
W 64 St & West End Ave,40.77452835,-73.98753759,2017,2,1
W 67 St & Broadway,40.77492513,-73.98266566,2017,1,1575
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2017,1,1468
W 74 St & Columbus Ave,40.7785669,-73.97754961,2017,1,741
W 76 St & Columbus Ave,40.78018397,-73.97728533,2017,1,1114
W 78 St & Broadway,40.78339981,-73.98093133,2017,1,827
W 82 St & Central Park West,40.78275,-73.97137,2017,1,724
W 84 St & Broadway,40.7867947,-73.977112,2017,1,852
W 84 St & Columbus Ave,40.78499979,-73.97283406,2017,1,1025
W 87 St  & Amsterdam Ave,40.78839,-73.9747,2017,1,770
W 88 St & West End Ave,40.79025417,-73.9771834,2017,1,432
W 89 St & Columbus Ave,40.7882213,-73.97041561,2017,1,583
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2017,1,474
W 92 St & Broadway,40.7921,-73.9739,2017,1,775
W 95 St & Broadway,40.7937704,-73.971888,2017,1,780
W Broadway & Spring St,40.72490985,-74.00154702,2017,1,2260
Warren St & Church St,40.71473993,-74.00910627,2017,1,957
Warren St & Court St,40.686371,-73.99383324,2017,1,393
Washington Ave & Greene Ave,40.68650065,-73.96563307,2017,1,340
Washington Ave & Park Ave,40.69610226,-73.96751037,2017,1,725
Washington Park,40.6917823,-73.9737299,2017,1,345
Washington Pl & 6 Ave,40.73224119,-74.00026394,2017,1,1234
Washington Pl & Broadway,40.72903917,-73.99404649,2017,1,1942
Washington St & Gansevoort St,40.739323,-74.008119,2017,1,1424
Water - Whitehall Plaza,40.70255065,-74.0127234,2017,1,827
Watts St & Greenwich St,40.72405549,-74.00965965,2017,1,1408
West Drive & Prospect Park West,40.66106337,-73.97945255,2017,1,572
West End Ave & W 107 St,40.8021174,-73.96818053,2017,1,253
West End Ave & W 94 St,40.7941654,-73.974124,2017,1,521
West St & Chambers St,40.71754834,-74.01322069,2017,1,3372
West Thames St,40.70834698,-74.01713445,2017,1,1374
William St & Pine St,40.70717936,-74.00887308,2017,1,958
Willoughby Ave & Hall St,40.69196035,-73.96536851,2017,1,706
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2017,1,162
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2017,1,199
Willoughby St & Fleet St,40.69196566,-73.9813018,2017,1,871
Wolcott St & Dwight St,40.6753274,-74.0100698,2017,1,104
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2017,1,312
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2017,1,1463
York St & Jay St,40.7014851,-73.98656928,2017,1,1338
1 Ave & E 16 St,40.73221853,-73.98165557,2017,2,3624
1 Ave & E 16 St,40.73221853,-73.98165557,2017,3,1
1 Ave & E 18 St,40.73381219,-73.98054421,2017,2,2637
1 Ave & E 18 St,40.73381219,-73.98054421,2017,3,1
1 Ave & E 30 St,40.74144387,-73.97536082,2017,2,2636
1 Ave & E 44 St,40.75001986,-73.96905301,2017,2,1839
1 Ave & E 62 St,40.7612274,-73.96094022,2017,2,1955
1 Ave & E 62 St,40.7612274,-73.96094022,2017,3,2
1 Ave & E 68 St,40.76500525,-73.95818491,2017,2,3231
1 Ave & E 78 St,40.77140426,-73.9535166,2017,2,2020
1 Ave & E 94 St,40.7817212,-73.94594,2017,2,657
1 Pl & Clinton St,40.6809591,-73.99905709,2017,2,255
10 St & 5 Ave,40.6686273,-73.98700053,2017,2,239
10 St & 7 Ave,40.6662078,-73.98199886,2017,2,424
11 Ave & W 27 St,40.751396,-74.005226,2017,2,2450
11 Ave & W 27 St,40.751396,-74.005226,2017,3,1
11 Ave & W 41 St,40.76030096,-73.99884222,2017,2,2475
11 Ave & W 59 St,40.771522,-73.990541,2017,2,1923
12 Ave & W 40 St,40.76087502,-74.00277668,2017,2,3259
12 St & 4 Ave,40.668603,-73.9904394,2017,2,169
14 St & 5 Ave,40.666287,-73.98895053,2017,2,382
14 St & 7 Ave,40.663779,-73.98396846,2017,2,362
2 Ave  & E 104 St,40.7892105,-73.94370784,2017,2,295
2 Ave & 9 St,40.6724811,-73.99331394,2017,2,156
2 Ave & E 31 St,40.74290902,-73.97706058,2017,2,2237
2 Ave & E 96 St,40.7839636,-73.9471673,2017,2,275
2 Ave & E 99 St,40.7862586,-73.94552579,2017,2,249
21 St & 41 Ave,40.75383343,-73.94267678,2017,2,8
21 St & 43 Ave,40.75052534,-73.94594845,2017,2,100
21 St & Queens Plaza North,40.75325964,-73.94335788,2017,2,181
3 Ave & 14 St,40.6685455,-73.99333264,2017,2,258
3 Ave & 14 St,40.6685455,-73.99333264,2017,3,1
3 Ave & E 100 St,40.7877214,-73.94728331,2017,2,120
3 Ave & E 62 St,40.76312584,-73.96526895,2017,2,946
3 Ave & E 71 St,40.76873687,-73.96119945,2017,2,588
3 Ave & E 72 St,40.7699426,-73.96060712,2017,2,507
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2017,2,1
3 St & 3 Ave,40.6750705,-73.98775226,2017,2,671
3 St & 7 Ave,40.6703837,-73.97839676,2017,2,513
3 St & Hoyt St,40.6777287,-73.99364123,2017,2,330
3 St & Prospect Park West,40.668132,-73.97363831,2017,2,604
31 St & Thomson Ave,40.74469738,-73.93540375,2017,2,130
4 Ave & 2 St,40.67461342,-73.98501143,2017,2,219
4 Ave & 9 St,40.6705135,-73.98876585,2017,2,418
44 Dr & Jackson Ave,40.74718234,-73.9432635,2017,2,467
45 Rd & 11 St,40.74708586,-73.94977234,2017,2,506
46 Ave & 5 St,40.74731,-73.95451,2017,2,576
47 Ave & 31 St,40.743,-73.93561,2017,2,195
48 Ave & 5 St,40.74436329,-73.95587325,2017,2,282
5 Ave & 3 St,40.6728155,-73.98352355,2017,2,711
5 Ave & E 103 St,40.7922553,-73.95249933,2017,2,589
5 Ave & E 29 St,40.7451677,-73.98683077,2017,2,2719
5 Ave & E 63 St,40.766368,-73.971518,2017,2,888
5 Ave & E 73 St,40.77282817,-73.96685276,2017,2,1754
5 Ave & E 78 St,40.77682863,-73.96388769,2017,2,1319
5 Ave & E 88 St,40.78307,-73.95939,2017,2,1361
5 Ave & E 88 St,40.78307,-73.95939,2017,3,1
5 Ave & E 93 St,40.7857851,-73.957481,2017,2,535
5 St & 6 Ave,40.6704836,-73.98208968,2017,2,268
6 Ave & 12 St,40.6663181,-73.9854617,2017,2,266
6 Ave & 9 St,40.668127,-73.98377641,2017,2,479
6 Ave & Broome St,40.724399,-74.004704,2017,2,1556
6 Ave & Canal St,40.72243797,-74.00566443,2017,2,1553
6 Ave & W 33 St,40.74901271,-73.98848395,2017,2,3252
6 Ave & W 33 St,40.74901271,-73.98848395,2017,3,2
6 St & 7 Ave,40.6686627,-73.97988067,2017,2,268
7 Ave & Park Pl,40.6776147,-73.97324283,2017,2,871
7 St & 3 Ave,40.67260298,-73.98983002,2017,2,201
7 St & 5 Ave,40.6704922,-73.98541675,2017,2,328
8 Ave & W 16 St,40.740983,-74.001702,2017,2,2780
8 Ave & W 31 St,40.75058535,-73.99468482,2017,2,4561
8 Ave & W 33 St,40.751551,-73.993934,2017,2,4781
8 Ave & W 52 St,40.76370739,-73.9851615,2017,2,2221
9 Ave & W 18 St,40.74317449,-74.00366443,2017,2,3038
9 Ave & W 22 St,40.7454973,-74.00197139,2017,2,4302
9 Ave & W 28 St,40.74937024,-73.99923384,2017,2,1663
9 Ave & W 45 St,40.76019252,-73.9912551,2017,2,2825
9 St & 44 Rd,40.74966,-73.9521,2017,2,113
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2017,2,860
Albany Ave & Fulton St,40.6800105,-73.938475,2017,2,84
Allen St & Hester St,40.71605866,-73.99190759,2017,2,2030
Allen St & Rivington St,40.72019576,-73.98997825,2017,2,2400
Allen St & Stanton St,40.722055,-73.989111,2017,2,2533
Allen St & Stanton St,40.722055,-73.989111,2017,3,1
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2017,2,522
Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2017,2,2479
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2017,2,1246
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2017,2,1291
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2017,3,1
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2017,2,605
Atlantic Ave & Furman St,40.69165183,-73.9999786,2017,2,530
Avenue D & E 12 St,40.72580614,-73.97422494,2017,2,436
Avenue D & E 3 St,40.72082834,-73.97793172,2017,2,1302
Avenue D & E 8 St,40.72368361,-73.97574813,2017,2,737
Baltic St & 5 Ave,40.6795766,-73.97854971,2017,2,529
Bank St & Hudson St,40.73652889,-74.00618026,2017,2,1999
Bank St & Washington St,40.7361967,-74.00859207,2017,2,1972
Banker St & Meserole Ave,40.72606,-73.95621,2017,2,588
Banker St & Meserole Ave,40.72606,-73.95621,2017,3,1
Barclay St & Church St,40.71291224,-74.01020234,2017,2,2589
Barrow St & Hudson St,40.73172428,-74.00674436,2017,2,2619
Bayard St & Baxter St,40.71602118,-73.99974372,2017,2,1866
Bayard St & Baxter St,40.71602118,-73.99974372,2017,3,1
Bayard St & Leonard St,40.71915572,-73.94885391,2017,2,37
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2017,2,1190
Bedford Ave & S 9 St,40.70853074,-73.96408963,2017,2,140
Bergen St & Flatbush Ave,40.68094472,-73.97567332,2017,2,480
Bergen St & Smith St,40.6867443,-73.99063168,2017,2,1401
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2017,2,489
Berkeley Pl & 7 Ave,40.67514684,-73.97523209,2017,2,727
Berry St & N 8 St,40.7190095,-73.95852515,2017,2,991
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2017,2,941
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2017,3,1
Boerum St & Broadway,40.70538077,-73.94976519,2017,2,271
Bond St & Bergen St,40.6849668,-73.98620772,2017,2,379
Bond St & Fulton St,40.68962189,-73.98304269,2017,2,658
Bond St & Schermerhorn St,40.68807003,-73.98410637,2017,2,871
Bressler,40.64653837,-74.01658773,2017,2,14
Broad St & Bridge St,40.70365182,-74.01167797,2017,2,846
Broadway & Battery Pl,40.70463334,-74.01361706,2017,2,2398
Broadway & Berry St,40.71044554,-73.96525063,2017,2,791
Broadway & E 14 St,40.73454567,-73.99074142,2017,2,4664
Broadway & E 22 St,40.7403432,-73.98955109,2017,2,6102
Broadway & Roebling St,40.70925562,-73.95982218,2017,2,725
Broadway & W 24 St,40.7423543,-73.98915076,2017,2,3903
Broadway & W 29 St,40.7462009,-73.98855723,2017,2,3081
Broadway & W 32 St,40.74854862,-73.98808416,2017,2,2961
Broadway & W 36 St,40.75097711,-73.98765428,2017,2,1440
Broadway & W 37 St,40.75172632,-73.98753523,2017,2,1273
Broadway & W 39 St,40.75299641,-73.98721619,2017,2,2160
Broadway & W 41 St,40.75513557,-73.98658032,2017,2,2247
Broadway & W 49 St,40.76068327,-73.98452729,2017,2,2777
Broadway & W 51 St,40.76228826,-73.98336183,2017,2,2096
Broadway & W 53 St,40.76344058,-73.98268129,2017,2,1885
Broadway & W 55 St,40.7652654,-73.98192338,2017,2,2784
Broadway & W 58 St,40.76695317,-73.98169333,2017,2,2784
Broadway & W 60 St,40.76915505,-73.98191841,2017,2,2943
Broadway & Whipple St,40.7016657,-73.9437303,2017,2,276
Brooklyn Bridge Park - Pier 2,40.69878,-73.99712,2017,2,371
Bus Slip & State St,40.701907,-74.013942,2017,2,1136
Bushwick Ave & Powers St,40.71247661,-73.94100005,2017,2,355
Bushwick Ave & Powers St,40.71247661,-73.94100005,2017,3,2
Butler St & Court St,40.6849894,-73.99440329,2017,2,391
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2017,2,706
Cadman Plaza E & Tillary St,40.69597683,-73.99014892,2017,2,587
Cambridge Pl & Gates Ave,40.68488,-73.96304,2017,2,250
Canal St & Rutgers St,40.71427487,-73.98990025,2017,2,2396
Canal St & Rutgers St,40.71427487,-73.98990025,2017,3,1
Carlton Ave & Flushing Ave,40.697787,-73.973736,2017,2,719
Carlton Ave & Park Ave,40.69580705,-73.97355569,2017,2,452
Carmine St & 6 Ave,40.73038599,-74.00214988,2017,2,4467
Carroll St & 5 Ave,40.6751622,-73.9814832,2017,2,548
Carroll St & 6 Ave,40.6740886,-73.9787282,2017,2,495
Carroll St & Bond St,40.6786115,-73.99037292,2017,2,342
Carroll St & Columbia St,40.6830456,-74.00348559,2017,2,459
Carroll St & Smith St,40.680611,-73.99475825,2017,2,635
Cathedral Pkwy & Broadway,40.804213,-73.96699104,2017,2,1452
Catherine St & Monroe St,40.71117444,-73.99682619,2017,2,955
Center Blvd & Borden Ave,40.74161,-73.96044,2017,2,218
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2017,2,1903
Central Park North & Adam Clayton Powell Blvd,40.799484,-73.955613,2017,3,1
Central Park S & 6 Ave,40.76590936,-73.97634151,2017,2,3458
Central Park W & W 96 St,40.79127,-73.964839,2017,2,915
Central Park West & W 100 St,40.793393,-73.9635556,2017,2,595
Central Park West & W 100 St,40.793393,-73.9635556,2017,3,1
Central Park West & W 102 St,40.795346,-73.96186,2017,2,376
Central Park West & W 68 St,40.7734066,-73.97782542,2017,2,1563
Central Park West & W 72 St,40.77579377,-73.97620574,2017,2,1745
Central Park West & W 76 St,40.77896784,-73.97374737,2017,2,1096
Central Park West & W 85 St,40.78472675,-73.96961715,2017,2,1321
Centre St & Chambers St,40.71273266,-74.0046073,2017,2,2575
Centre St & Worth St,40.71494807,-74.00234482,2017,2,1262
Cherry St,40.71219906,-73.97948148,2017,2,805
Christopher St & Greenwich St,40.73291553,-74.00711384,2017,2,3486
Clark St & Henry St,40.69760127,-73.99344559,2017,2,853
Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,2017,2,329
Clermont Ave & Park Ave,40.69573398,-73.97129668,2017,2,346
Cleveland Pl & Spring St,40.72210379,-73.99724901,2017,2,3682
Cliff St & Fulton St,40.70823502,-74.00530063,2017,2,1325
Clinton Ave & Flushing Ave,40.69794,-73.96986848,2017,2,605
Clinton Ave & Myrtle Ave,40.693261,-73.968896,2017,2,932
Clinton St & 4 Place,40.6783563,-74.00014502,2017,2,399
Clinton St & Centre St,40.67434,-74.00194698,2017,2,62
Clinton St & Grand St,40.71559509,-73.9870295,2017,2,1492
Clinton St & Joralemon St,40.69239502,-73.99337909,2017,2,1207
Clinton St & Joralemon St,40.69239502,-73.99337909,2017,3,1
Clinton St & Tillary St,40.696192,-73.991218,2017,2,706
Clinton St & Union St,40.6831164,-73.99785267,2017,2,395
Clinton St & Union St,40.6831164,-73.99785267,2017,3,1
Coffey St & Conover St,40.677236,-74.015665,2017,2,176
Columbia Heights & Cranberry St,40.70037867,-73.99548059,2017,2,218
Columbia St & Degraw St,40.6859296,-74.00242364,2017,2,541
Columbia St & Kane St,40.68763155,-74.0016256,2017,2,503
Columbia St & Lorraine St,40.6747055,-74.0075572,2017,2,64
Columbia St & Rivington St,40.71739973,-73.98016555,2017,2,1141
Columbia St & W 9 St,40.6769993,-74.00647134,2017,2,63
Columbus Ave & W 103 St,40.7969347,-73.96434123,2017,2,84
Columbus Ave & W 72 St,40.7770575,-73.97898475,2017,2,1755
Columbus Ave & W 95 St,40.7919557,-73.968087,2017,2,867
Commerce St & Van Brunt St,40.6812117,-74.00860912,2017,2,183
Concord St & Bridge St,40.69766564,-73.98476437,2017,2,347
Congress St & Clinton St,40.6881529,-73.99520919,2017,2,567
Cooper Square & E 7 St,40.7292365,-73.99086803,2017,2,4249
Court St & Nelson St,40.6763947,-73.99869893,2017,2,416
Court St & State St,40.6902375,-73.99203074,2017,2,1027
Court St & State St,40.6902375,-73.99203074,2017,3,1
Cumberland St & Lafayette Ave,40.68753406,-73.97265183,2017,2,541
DeKalb Ave & Hudson Ave,40.689888,-73.981013,2017,2,1676
DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,2017,2,481
DeKalb Ave & Skillman St,40.6906495,-73.95643107,2017,2,290
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2017,2,483
DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,2017,3,1
Dean St & 4 Ave,40.68312489,-73.97895137,2017,2,976
Dean St & Hoyt St,40.6864442,-73.98759104,2017,2,293
Degraw St & Hoyt St,40.68199044,-73.99079025,2017,2,284
Degraw St & Smith St,40.6829151,-73.99318208,2017,2,361
Devoe St & Lorimer St,40.71335226,-73.94910336,2017,2,75
Division Ave & Hooper St,40.70691254,-73.95441667,2017,2,169
Division Ave & Marcy Ave,40.70708701,-73.95796783,2017,2,85
Division St & Bowery,40.71413089,-73.9970468,2017,2,1726
Douglass St & 3 Ave,40.6802133,-73.98432695,2017,2,559
Douglass St & 4 Ave,40.6792788,-73.98154004,2017,2,516
Driggs Ave & Lorimer St,40.72179134,-73.9504154,2017,2,642
Driggs Ave & N Henry St,40.72325,-73.94308,2017,2,655
Duane St & Greenwich St,40.71748752,-74.0104554,2017,2,1051
Duffield St & Willoughby St,40.69221589,-73.9842844,2017,2,770
Dwight St & Van Dyke St,40.67363551,-74.01195556,2017,2,34
E 10 St & 5 Ave,40.73331967,-73.99510132,2017,2,1681
E 10 St & Avenue A,40.72740794,-73.98142006,2017,2,2837
E 102 St & 1 Ave,40.7869946,-73.94164802,2017,2,549
E 102 St & Park Ave,40.7904828,-73.95033068,2017,2,206
E 103 St & Lexington Ave,40.7903051,-73.94755757,2017,2,403
E 106 St & 1 Ave,40.7892529,-73.93956237,2017,2,275
E 106 St & Lexington Ave,40.791976,-73.945993,2017,2,184
E 106 St & Madison Ave,40.7934337,-73.94945003,2017,2,211
E 109 St & 3 Ave,40.79329668,-73.9432083,2017,2,413
E 11 St & 1 Ave,40.72953837,-73.98426726,2017,2,2401
E 11 St & 2 Ave,40.73047309,-73.98672378,2017,2,2851
E 11 St & Broadway,40.73261787,-73.99158043,2017,2,1447
E 110 St & Madison Ave,40.7961535,-73.94782145,2017,2,587
E 12 St & 3 Ave,40.73223272,-73.98889957,2017,2,3303
E 13 St & Avenue A,40.72955361,-73.98057249,2017,2,2528
E 14 St & Avenue B,40.72938685,-73.97772429,2017,2,2618
E 14 St & Avenue B,40.72938685,-73.97772429,2017,3,1
E 15 St & 3 Ave,40.734232,-73.986923,2017,2,3410
E 16 St & 5 Ave,40.73726186,-73.99238967,2017,2,3105
E 16 St & Irving Pl,40.73524276,-73.98758561,2017,2,1425
E 17 St & Broadway,40.73704984,-73.99009296,2017,2,6319
E 17 St & Broadway,40.73704984,-73.99009296,2017,3,1
E 19 St & 3 Ave,40.73624527,-73.98473765,2017,2,1842
E 2 St & 2 Ave E,40.72456343,-73.98944378,2017,2,1474
E 2 St & Avenue B,40.72217444,-73.98368779,2017,2,2763
E 2 St & Avenue B,40.72217444,-73.98368779,2017,3,1
E 2 St & Avenue C,40.7208736,-73.98085795,2017,2,1417
E 20 St & 2 Ave,40.73587678,-73.98205027,2017,2,2754
E 20 St & FDR Drive,40.73314259,-73.97573881,2017,2,2703
E 20 St & Park Ave,40.73827428,-73.98751968,2017,2,2653
E 20 St & Park Ave,40.73827428,-73.98751968,2017,3,1
E 23 St & 1 Ave,40.736502,-73.97809472,2017,2,2722
E 24 St & Park Ave S,40.74096374,-73.98602213,2017,2,2933
E 25 St & 1 Ave,40.7381765,-73.97738662,2017,2,2354
E 25 St & 2 Ave,40.73912601,-73.97973776,2017,2,2964
E 27 St & 1 Ave,40.739445,-73.976806,2017,2,2331
E 27 St & 1 Ave,40.739445,-73.976806,2017,3,1
E 3 St & 1 Ave,40.72467721,-73.98783413,2017,2,2354
E 3 St & 1 Ave,40.72467721,-73.98783413,2017,3,1
E 30 St & Park Ave S,40.74444921,-73.98303529,2017,2,2395
E 31 St & 3 Ave,40.74394314,-73.97966069,2017,2,2527
E 32 St & Park Ave,40.7457121,-73.98194829,2017,2,3184
E 33 St & 2 Ave,40.744023,-73.976056,2017,2,3357
E 33 St & 2 Ave,40.744023,-73.976056,2017,3,1
E 33 St & 5 Ave,40.74765947,-73.98490707,2017,2,2510
E 35 St & 3 Ave,40.746524,-73.977885,2017,2,1344
E 39 St & 2 Ave,40.74780373,-73.9734419,2017,2,2917
E 39 St & 3 Ave,40.7489006,-73.97604882,2017,2,2470
E 4 St & 2 Ave,40.7262807,-73.98978041,2017,2,2374
E 40 St & 5 Ave,40.75206231,-73.9816324,2017,2,2647
E 41 St & Madison Ave,40.75216528,-73.97992194,2017,2,1380
E 43 St & 2 Ave,40.75022392,-73.97121414,2017,2,997
E 45 St & 3 Ave,40.75255434,-73.97282625,2017,2,1919
E 47 St & 1 Ave,40.75206862,-73.96784384,2017,2,978
E 47 St & 2 Ave,40.75323098,-73.97032517,2017,2,1698
E 47 St & Park Ave,40.75510267,-73.97498696,2017,2,3464
E 48 St & 3 Ave,40.7546011,-73.97187886,2017,2,1726
E 48 St & 5 Ave,40.75724568,-73.97805914,2017,2,2416
E 5 St & Avenue C,40.72299208,-73.97995466,2017,2,1397
E 5 St & Avenue C,40.72299208,-73.97995466,2017,3,1
E 51 St & 1 Ave,40.75455731,-73.96592976,2017,2,1095
E 51 St & Lexington Ave,40.75714758,-73.97207836,2017,2,2081
E 51 St & Lexington Ave,40.75714758,-73.97207836,2017,3,1
E 52 St & 2 Ave,40.756014,-73.967416,2017,2,1818
E 53 St & Madison Ave,40.7597108,-73.97402311,2017,2,742
E 55 St & 2 Ave,40.75797322,-73.96603308,2017,2,1863
E 55 St & 3 Ave,40.75899656,-73.96865398,2017,2,1881
E 55 St & Lexington Ave,40.75968085,-73.97031366,2017,2,1417
E 58 St & 1 Ave,40.75892386,-73.96226227,2017,2,917
E 58 St & 3 Ave,40.76095756,-73.96724467,2017,2,2276
E 59 St & Madison Ave,40.76350532,-73.97109243,2017,2,1567
E 6 St & Avenue B,40.72453734,-73.98185424,2017,2,2320
E 6 St & Avenue D,40.72228087,-73.97668709,2017,2,973
E 60 St & York Ave,40.759107,-73.959223,2017,2,576
E 65 St & 2 Ave,40.76471852,-73.9622207,2017,2,641
E 65 St & 2 Ave,40.76471852,-73.9622207,2017,3,1
E 66 St & Madison Ave,40.76800889,-73.96845281,2017,2,351
E 67 St & Park Ave,40.7678008,-73.96592081,2017,2,678
E 68 St & 3 Ave,40.7671284,-73.96224618,2017,2,651
E 68 St & Madison Ave,40.7691572,-73.96703464,2017,2,464
E 7 St & Avenue A,40.72621788,-73.98379855,2017,2,3413
E 71 St & 1 Ave,40.76703432,-73.9562273,2017,2,629
E 72 St & Park Ave,40.77118288,-73.96409422,2017,2,709
E 72 St & York Ave,40.76663814,-73.95348296,2017,2,1627
E 74 St & 1 Ave,40.7689738,-73.95482273,2017,2,1143
E 75 St & 3 Ave,40.77112927,-73.95772297,2017,2,767
E 76 St & 3 Ave,40.77224854,-73.95842135,2017,2,666
E 76 St & Park Ave,40.773763,-73.96222088,2017,2,751
E 76 St & Park Ave,40.773763,-73.96222088,2017,3,1
E 78 St & 2 Ave,40.7727966,-73.95577801,2017,2,466
E 80 St & 2 Ave,40.7739139,-73.95439535,2017,2,676
E 80 St & 2 Ave,40.7739139,-73.95439535,2017,3,1
E 81 St & 3 Ave,40.77573034,-73.9567526,2017,2,792
E 81 St & Park Ave,40.77677702,-73.9590097,2017,2,292
E 81 St & York Ave,40.7728384,-73.94989233,2017,2,949
E 84 St & 1 Ave,40.77565541,-73.95068615,2017,2,1023
E 84 St & Park Ave,40.77862688,-73.95772073,2017,2,751
E 85 St & 3 Ave,40.77801203,-73.95407149,2017,2,1675
E 85 St & York Ave,40.77536905,-73.94803392,2017,2,597
E 88 St & 1 Ave,40.778301,-73.9488134,2017,2,902
E 88 St & Park Ave,40.7814107,-73.95595908,2017,2,462
E 89 St & 3 Ave,40.7806284,-73.9521667,2017,2,700
E 89 St & York Ave,40.7779453,-73.946041,2017,2,575
E 9 St & Avenue C,40.72521311,-73.97768752,2017,2,2029
E 91 St & 2 Ave,40.7811223,-73.94965589,2017,2,1032
E 91 St & Park Ave,40.7835016,-73.955327,2017,2,599
E 95 St & 3 Ave,40.7849032,-73.950503,2017,2,386
E 97 St & 3 Ave,40.7859201,-73.94860294,2017,2,203
E 97 St & Madison Ave,40.787801,-73.953559,2017,2,696
East End Ave & E 86 St,40.77518615,-73.94446054,2017,2,330
Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,2017,2,563
Essex Light Rail,40.7127742,-74.0364857,2017,2,2
FDR Drive & E 35 St,40.744219,-73.97121214,2017,2,1828
Forsyth St & Broome St,40.71893904,-73.99266288,2017,2,2645
Forsyth St & Broome St,40.71893904,-73.99266288,2017,3,1
Forsyth St & Canal St,40.7158155,-73.99422366,2017,2,1785
Forsyth St & Canal St,40.7158155,-73.99422366,2017,3,2
Franklin Ave & Myrtle Ave,40.694528,-73.958089,2017,2,276
Franklin St & Dupont St,40.73564,-73.95866,2017,2,432
