start_station_name,start_station_latitude,start_station_longitude,year,month,count
S 4 St & Wythe Ave,40.71285887,-73.96590294,2018,9,4808
S 5 Pl & S 5 St,40.710451,-73.960876,2018,9,4538
S 5 Pl & S 5 St,40.710451,-73.960876,2018,10,2
S Portland Ave & Hanson Pl,40.68539567,-73.97431458,2018,9,1261
Schermerhorn St & Bond St,40.68841743,-73.98451656,2018,9,2538
Schermerhorn St & Court St,40.69102926,-73.99183363,2018,9,1788
Scholes St & Manhattan Ave,40.70870368,-73.9448625,2018,9,1268
Sigourney St & Columbia St,40.67267243,-74.00879525,2018,9,441
Smith St & 3 St,40.6787242,-73.99599099,2018,9,1175
Smith St & 9 St,40.6746957,-73.99785768,2018,9,1619
Soissons Landing,40.69231661,-74.01486576,2018,9,699
South End Ave & Liberty St,40.711512,-74.015756,2018,9,8980
South St & Gouverneur Ln,40.70355377,-74.00670227,2018,9,5766
South St & Whitehall St,40.70122128,-74.01234218,2018,9,3872
St James Pl & Oliver St,40.71307916,-73.99851193,2018,9,2582
St James Pl & Pearl St,40.71117416,-74.00016545,2018,9,1003
St Johns Pl & Washington Ave,40.6737236,-73.9631611,2018,9,1007
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2018,9,5221
St Marks Pl & 1 Ave,40.72779126,-73.98564945,2018,10,3
St Marks Pl & 2 Ave,40.7284186,-73.98713956,2018,9,5585
St Nicholas Ave & Manhattan Ave,40.809725,-73.953149,2018,9,1602
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2018,9,1228
St. Nicholas Ave & W 126 St,40.8114323,-73.9518776,2018,10,1
Stagg St & Union Ave,40.70877084,-73.95095259,2018,9,1530
Stanton St & Chrystie St,40.72229346,-73.99147535,2018,9,5102
Stanton St & Mangin St,40.71782143,-73.97628939,2018,9,2193
State St & Smith St,40.68926942,-73.98912867,2018,9,1839
State St & Smith St,40.68926942,-73.98912867,2018,10,1
Steinway St & 23 Ave,40.7713937,-73.9077436,2018,9,528
Steinway St & 28 Ave,40.7656251,-73.9136695,2018,9,645
Sterling Pl & 7 Ave,40.67716489,-73.97382796,2018,9,1427
Sterling Pl & Bedford Ave,40.672695,-73.954131,2018,9,912
Sterling St & Bedford Ave,40.6627059,-73.9569115,2018,9,393
Suffolk St & Stanton St,40.72066442,-73.98517977,2018,9,4913
Sullivan Pl & Bedford Ave,40.6642406,-73.9574686,2018,9,206
Sullivan St & Washington Sq,40.73047747,-73.99906065,2018,9,6932
Sullivan St & Washington Sq,40.73047747,-73.99906065,2018,10,2
Thompson St & Bleecker St,40.72840059,-73.99968781,2018,9,4744
Throop Ave & Myrtle Ave,40.69622937,-73.94371094,2018,9,393
Tompkins Ave & Hopkins St,40.69957608,-73.94708417,2018,9,543
Underhill Ave & Lincoln Pl,40.6740123,-73.9671457,2018,9,1254
Underhill Ave & Pacific St,40.6804836,-73.9646795,2018,9,948
Union Ave & Jackson St,40.7160751,-73.952029,2018,9,827
Union Ave & Jackson St,40.7160751,-73.952029,2018,10,1
Union Ave & N 12 St,40.71924,-73.95242,2018,9,1771
Union Ave & Wallabout St,40.70029511,-73.95032283,2018,9,489
Union St & 4 Ave,40.6772744,-73.98282002,2018,9,227
Union St & 4 Ave,40.6772744,-73.98282002,2018,10,1
Union St & Bedford Ave,40.6691783,-73.9554162,2018,9,350
Union St & Nevins St,40.679098,-73.98765475,2018,9,1478
Union St & Nevins St,40.679098,-73.98765475,2018,10,1
University Pl & E 14 St,40.73492695,-73.99200509,2018,9,8568
University Pl & E 14 St,40.73492695,-73.99200509,2018,10,1
University Pl & E 8 St,40.73143724,-73.99490342,2018,9,5303
University Pl & E 8 St,40.73143724,-73.99490342,2018,10,1
Van Brunt St & Van Dyke St,40.67583294,-74.01472628,2018,9,1114
Van Brunt St & Wolcott St,40.6773429,-74.01275056,2018,9,691
Vernon Blvd & 10 St,40.7671863,-73.9373554,2018,9,654
Vernon Blvd & 30 Rd,40.770845,-73.934171,2018,9,803
Vernon Blvd & 31 Ave,40.7692475,-73.9354504,2018,9,561
Vernon Blvd & 41 Rd,40.7552433,-73.9485678,2018,9,434
Vernon Blvd & 47 Rd,40.7449067,-73.9534573,2018,9,1050
Vernon Blvd & 50 Ave,40.74232744,-73.95411749,2018,9,2695
Verona Pl & Fulton St,40.68035608,-73.9476791,2018,9,726
Vesey Pl & River Terrace,40.7153379,-74.01658354,2018,9,7474
W 100 St & Broadway,40.7973721,-73.97041192,2018,9,2384
W 100 St & Manhattan Ave,40.795,-73.9645,2018,9,1737
W 104 St & Amsterdam Ave,40.79904139,-73.9664948,2018,9,1348
W 106 St & Amsterdam Ave,40.8008363,-73.96644925,2018,9,1522
W 106 St & Central Park West,40.7981856,-73.9605909,2018,9,2035
W 107 St & Columbus Ave,40.7997568,-73.96211287,2018,9,862
W 11 St & 6 Ave,40.73532427,-73.99800419,2018,9,3009
W 110 St & Amsterdam Ave,40.802692,-73.96295,2018,9,1510
W 113 St & Broadway,40.805973,-73.964928,2018,9,1544
W 116 St & Amsterdam Ave,40.8067581,-73.9607082,2018,9,1722
W 116 St & Broadway,40.8082,-73.9641,2018,9,1712
W 12 St & W 4 St,40.73756121,-74.00398269,2018,9,3837
W 120 St & Claremont Ave,40.8109494,-73.9634,2018,9,1150
W 129 St & Convent Ave,40.81439444,-73.95324737,2018,9,558
W 13 St & 5 Ave,40.73543934,-73.99453948,2018,9,2059
W 13 St & 6 Ave,40.73649403,-73.99704374,2018,9,5111
W 13 St & 6 Ave,40.73649403,-73.99704374,2018,10,6
W 13 St & 7 Ave,40.73781509,-73.99994661,2018,9,4562
W 15 St & 10 Ave,40.74275383,-74.00747359,2018,9,4308
W 15 St & 7 Ave,40.73935542,-73.99931783,2018,9,6018
W 16 St & 8 Ave,40.74102151,-74.00138497,2018,9,8153
W 16 St & The High Line,40.74334935,-74.00681753,2018,9,4771
W 17 St & 9 Ave,40.74294892,-74.00413692,2018,9,1833
W 17 St & 9 Ave,40.74294892,-74.00413692,2018,10,1
W 18 St & 6 Ave,40.73971301,-73.99456405,2018,9,7490
W 18 St & 9 Ave,40.74353373,-74.00367558,2018,9,3611
W 20 St & 11 Ave,40.746745,-74.007756,2018,9,9254
W 20 St & 7 Ave,40.74238787,-73.99726235,2018,9,4853
W 20 St & 7 Ave,40.74238787,-73.99726235,2018,10,1
W 20 St & 8 Ave,40.74345335,-74.00004031,2018,9,4312
W 20 St & 8 Ave,40.74345335,-74.00004031,2018,10,1
W 21 St & 6 Ave,40.74173969,-73.99415556,2018,9,10322
W 22 St & 10 Ave,40.74691959,-74.00451887,2018,9,6237
W 22 St & 10 Ave,40.74691959,-74.00451887,2018,10,3
W 22 St & 8 Ave,40.74475148,-73.99915362,2018,9,5536
W 24 St & 7 Ave,40.74487634,-73.99529885,2018,9,6231
W 25 St & 6 Ave,40.74395411,-73.99144871,2018,9,5622
W 25 St & 6 Ave,40.74395411,-73.99144871,2018,10,1
W 26 St & 10 Ave,40.74971775,-74.00295035,2018,9,4117
W 26 St & 8 Ave,40.74734825,-73.99723551,2018,9,5158
W 26 St & 8 Ave,40.74734825,-73.99723551,2018,10,1
W 27 St & 10 Ave,40.75018156,-74.00218427,2018,9,5047
W 27 St & 10 Ave,40.75018156,-74.00218427,2018,10,1
W 27 St & 7 Ave,40.746647,-73.993915,2018,9,5488
W 31 St & 7 Ave,40.749156,-73.9916,2018,9,6751
W 33 St & 7 Ave,40.75019995,-73.99093085,2018,9,7020
W 33 St & 7 Ave,40.75019995,-73.99093085,2018,10,1
W 34 St & 11 Ave,40.75594159,-74.0021163,2018,9,4220
W 37 St & 10 Ave,40.75660359,-73.9979009,2018,9,4923
W 37 St & 10 Ave,40.75660359,-73.9979009,2018,10,4
W 37 St & 5 Ave,40.75038009,-73.98338988,2018,9,3773
W 37 St & 5 Ave,40.75038009,-73.98338988,2018,10,1
W 38 St & 8 Ave,40.75466591,-73.99138152,2018,9,6656
W 38 St & 8 Ave,40.75466591,-73.99138152,2018,10,2
W 4 St & 7 Ave S,40.73401143,-74.00293877,2018,9,6099
W 41 St & 8 Ave,40.75640548,-73.9900262,2018,9,8232
W 42 St & 8 Ave,40.7575699,-73.99098507,2018,9,4498
W 42 St & Dyer Ave,40.75898481,-73.99379969,2018,9,4437
W 43 St & 10 Ave,40.76009437,-73.99461843,2018,9,4366
W 43 St & 6 Ave,40.75527307,-73.98316936,2018,9,4369
W 44 St & 5 Ave,40.75500254,-73.98014437,2018,9,3003
W 45 St & 6 Ave,40.7568001,-73.98291153,2018,9,3131
W 45 St & 8 Ave,40.75929124,-73.98859651,2018,9,4304
W 46 St & 11 Ave,40.76341379,-73.99667444,2018,9,4356
W 47 St & 10 Ave,40.76269882,-73.99301222,2018,9,4117
W 47 St & 10 Ave,40.76269882,-73.99301222,2018,10,2
W 49 St & 8 Ave,40.76227205,-73.98788205,2018,9,4848
W 49 St & 8 Ave,40.76227205,-73.98788205,2018,10,1
W 50 St & 9 Ave,40.76360468,-73.98917958,2018,9,2165
W 52 St & 11 Ave,40.76727216,-73.99392888,2018,9,4037
W 52 St & 11 Ave,40.76727216,-73.99392888,2018,10,1
W 52 St & 5 Ave,40.75992262,-73.97648516,2018,9,5323
W 52 St & 6 Ave,40.76132983,-73.97982001,2018,9,5139
W 53 St & 10 Ave,40.76669671,-73.99061728,2018,9,3870
W 54 St & 9 Ave,40.76584941,-73.98690506,2018,9,3254
W 54 St & 9 Ave,40.76584941,-73.98690506,2018,10,1
W 55 St & 6 Ave,40.76309387,-73.97835016,2018,9,4193
W 56 St & 10 Ave,40.768254,-73.988639,2018,9,3024
W 59 St & 10 Ave,40.770513,-73.988038,2018,9,2755
W 63 St & Broadway,40.77163851,-73.98261428,2018,9,4629
W 64 St & Thelonious Monk Circle,40.77515953,-73.98918696,2018,9,3186
W 67 St & Broadway,40.77492513,-73.98266566,2018,9,4157
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2018,9,3109
W 70 St & Amsterdam Ave,40.77748046,-73.98288594,2018,10,2
W 74 St & Columbus Ave,40.7785669,-73.97754961,2018,9,1079
W 76 St & Columbus Ave,40.78018397,-73.97728533,2018,9,3121
W 76 St & Columbus Ave,40.78018397,-73.97728533,2018,10,1
W 78 St & Broadway,40.78339981,-73.98093133,2018,9,2253
W 82 St & Central Park West,40.78275,-73.97137,2018,9,3320
W 84 St & Broadway,40.7867947,-73.977112,2018,9,2483
W 84 St & Columbus Ave,40.78499979,-73.97283406,2018,9,2614
W 87 St & Amsterdam Ave,40.78839,-73.9747,2018,9,1965
W 87 St & Amsterdam Ave,40.78839,-73.9747,2018,10,2
W 88 St & West End Ave,40.79025417,-73.9771834,2018,9,1478
W 89 St & Columbus Ave,40.7882213,-73.97041561,2018,9,2995
W 89 St & Columbus Ave,40.7882213,-73.97041561,2018,10,2
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2018,9,1414
W 90 St & Amsterdam Ave,40.79017948,-73.97288918,2018,10,1
W 92 St & Broadway,40.7921,-73.9739,2018,9,1929
W 95 St & Broadway,40.7937704,-73.971888,2018,9,2863
W Broadway & Spring Street,40.72494672,-74.00165856,2018,9,4579
W Broadway & Spring Street,40.72494672,-74.00165856,2018,10,1
Warren St & Court St,40.686371,-73.99383324,2018,9,1299
Washington Ave & Greene Ave,40.68650065,-73.96563307,2018,9,1039
Washington Ave & Park Ave,40.69610226,-73.96751037,2018,9,1509
Washington Park,40.6917823,-73.9737299,2018,9,1332
Washington Pl & 6 Ave,40.73224119,-74.00026394,2018,9,3230
Washington Pl & Broadway,40.72903917,-73.99404649,2018,9,4553
Washington St & Gansevoort St,40.739323,-74.008119,2018,9,6544
Washington St & Gansevoort St,40.739323,-74.008119,2018,10,2
Water - Whitehall Plaza,40.70255065,-74.0127234,2018,9,2141
Water - Whitehall Plaza,40.70255065,-74.0127234,2018,10,6
Watts St & Greenwich St,40.72405549,-74.00965965,2018,9,3894
Watts St & Greenwich St,40.72405549,-74.00965965,2018,10,1
West Drive & Prospect Park West,40.66106337,-73.97945255,2018,9,2056
West End Ave & W 107 St,40.8021174,-73.96818053,2018,9,1417
West End Ave & W 94 St,40.7941654,-73.974124,2018,9,1777
West St & Chambers St,40.71754834,-74.01322069,2018,9,10788
West St & Chambers St,40.71754834,-74.01322069,2018,10,1
West Thames St,40.70834698,-74.01713445,2018,9,4436
William St & Pine St,40.70717936,-74.00887308,2018,9,2137
Willoughby Ave & Hall St,40.69196035,-73.96536851,2018,9,1718
Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,2018,9,626
Willoughby Ave & Walworth St,40.69331716,-73.95381995,2018,9,708
Willoughby St & Fleet St,40.69196566,-73.9813018,2018,9,2584
Wolcott St & Dwight St,40.6753274,-74.0100698,2018,9,327
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2018,9,1067
Wyckoff St & 3 Ave,40.6827549,-73.98258555,2018,10,1
Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2018,9,3761
Yankee Ferry Terminal,40.686931,-74.016966,2018,9,1663
Yankee Ferry Terminal,40.686931,-74.016966,2018,10,1
1 Ave & E 110 St,40.7923272,-73.9383,2018,10,1324
1 Ave & E 16 St,40.73221853,-73.98165557,2018,10,7675
1 Ave & E 18 St,40.73381219,-73.98054421,2018,10,5152
1 Ave & E 30 St,40.74144387,-73.97536082,2018,10,4450
1 Ave & E 44 St,40.75001986,-73.96905301,2018,10,3025
1 Ave & E 44 St,40.75001986,-73.96905301,2018,11,1
1 Ave & E 62 St,40.7612274,-73.96094022,2018,10,4046
1 Ave & E 68 St,40.76500525,-73.95818491,2018,10,6641
1 Ave & E 68 St,40.76500525,-73.95818491,2018,11,1
1 Ave & E 78 St,40.77140426,-73.9535166,2018,10,4230
1 Ave & E 94 St,40.7817212,-73.94594,2018,10,1663
1 Ave & E 94 St,40.7817212,-73.94594,2018,11,1
1 Pl & Clinton St,40.6809591,-73.99905709,2018,10,852
10 Hudson Yards,40.752957,-74.00264,2018,10,558
10 St & 5 Ave,40.6686273,-73.98700053,2018,10,663
10 St & 7 Ave,40.6662078,-73.98199886,2018,10,912
11 Ave & W 27 St,40.751396,-74.005226,2018,10,6017
11 Ave & W 27 St,40.751396,-74.005226,2018,11,1
11 Ave & W 41 St,40.76030096,-73.99884222,2018,10,4731
11 Ave & W 59 St,40.771522,-73.990541,2018,10,5223
11 St & 35 Ave,40.7627442,-73.9391141,2018,10,109
11 St & 43 Ave,40.7519071,-73.9479119,2018,10,170
12 Ave & W 40 St,40.76087502,-74.00277668,2018,10,9042
12 Ave & W 40 St,40.76087502,-74.00277668,2018,11,1
12 St & 4 Ave,40.668603,-73.9904394,2018,10,484
14 St & 5 Ave,40.666287,-73.98895053,2018,10,1208
14 St & 7 Ave,40.663779,-73.98396846,2018,10,929
19 St & 24 Ave,40.7774552,-73.9225403,2018,10,462
2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,2018,10,841
2 Ave & 36 St - Citi Bike HQ at Industry City,40.65708867,-74.00870204,2018,11,1
2 Ave & 9 St,40.6724811,-73.99331394,2018,10,455
2 Ave & 9 St,40.6724811,-73.99331394,2018,11,1
2 Ave & E 104 St,40.7892105,-73.94370784,2018,10,1209
2 Ave & E 122 St,40.8006721,-73.9349,2018,10,509
2 Ave & E 31 St,40.74290902,-73.97706058,2018,10,4989
2 Ave & E 55 St,40.75792021,-73.96638215,2018,10,3093
2 Ave & E 96 St,40.7839636,-73.9471673,2018,10,2676
2 Ave & E 96 St,40.7839636,-73.9471673,2018,11,2
2 Ave & E 99 St,40.7862586,-73.94552579,2018,10,760
21 St & 31 Dr,40.7659,-73.930819,2018,10,627
21 St & 36 Ave,40.7601853,-73.9362726,2018,10,144
21 St & 38 Ave,40.7576314,-73.9391224,2018,10,160
21 St & 43 Ave,40.75052534,-73.94594845,2018,10,283
21 St & Hoyt Ave S,40.774645,-73.923706,2018,10,246
21 St & Queens Plaza North,40.75325964,-73.94335788,2018,10,792
23 Ave & 27 St,40.776165,-73.9153175,2018,10,248
24 Ave & 26 St,40.774591,-73.918544,2018,10,416
24 Ave & 29 St,40.7729,-73.916142,2018,10,429
24 St & 41 Ave,40.7527085,-73.9397405,2018,10,532
27 Ave & 4 St,40.7747175,-73.9337894,2018,10,140
27 Ave & 9 St,40.7739825,-73.9309134,2018,10,166
27 St & Hunter St,40.7485,-73.941275,2018,10,607
28 Ave & 35 St,40.7671,-73.9169858,2018,10,394
28 Ave & 44 St,40.76408932,-73.91065121,2018,10,470
28 St & 36 Ave,40.757186,-73.932719,2018,10,369
28 St & 38 Ave,40.754876,-73.934326,2018,10,531
28 St & 40 Ave,40.7525758,-73.9364281,2018,10,36
28 St & 41 Ave,40.751047,-73.93797,2018,10,1042
3 Ave & 14 St,40.6685455,-73.99333264,2018,10,773
3 Ave & 14 St,40.6685455,-73.99333264,2018,11,1
3 Ave & E 100 St,40.7877214,-73.94728331,2018,10,442
3 Ave & E 112 St,40.795508,-73.941606,2018,10,424
3 Ave & E 62 St,40.76312584,-73.96526895,2018,10,1948
3 Ave & E 71 St,40.76873687,-73.96119945,2018,10,927
3 Ave & E 72 St,40.7699426,-73.96060712,2018,10,1121
3 Ave & E 95 St,40.7845968,-73.94968539,2018,10,895
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2018,10,1685
3 Ave & Schermerhorn St,40.68683208,-73.9796772,2018,11,1
3 St & 3 Ave,40.6750705,-73.98775226,2018,10,1555
3 St & 7 Ave,40.6703837,-73.97839676,2018,10,1440
3 St & Hoyt St,40.6777287,-73.99364123,2018,10,662
3 St & Prospect Park West,40.668132,-73.97363831,2018,10,1716
30 Ave & 21 St,40.7703743,-73.9286078,2018,10,266
31 Ave & 14 St,40.7682,-73.9322662,2018,10,364
31 Ave & 30 St,40.7647,-73.9240312,2018,10,541
31 Ave & 34 St,40.763154,-73.920827,2018,10,714
31 Ave & Crescent St,40.7658346,-73.9265474,2018,10,611
31 Ave & Steinway St,40.7612939,-73.91691685,2018,10,628
31 St & 23 Ave,40.7747878,-73.9125551,2018,10,1525
31 St & 35 Ave,40.75820465,-73.9283216,2018,10,653
31 St & Astoria Blvd,40.7699176,-73.9184057,2018,10,765
31 St & Broadway,40.761584,-73.925921,2018,10,913
31 St & Hoyt Ave N,40.7711528,-73.9170074,2018,10,679
31 St & Northern Blvd,40.75186951,-73.9334929,2018,10,350
31 St & Thomson Ave,40.74469738,-73.93540375,2018,10,519
32 St & 30 Ave,40.76642553,-73.92062902,2018,10,1371
34 Ave & 13 St,40.7638753,-73.9364848,2018,10,217
34 Ave & 21 St,40.7628138,-73.9342862,2018,10,433
34 Ave & 38 St,40.756913,-73.921631,2018,10,1035
34 St & 35 Ave,40.7569332,-73.9262231,2018,10,495
34 St & 35 Ave,40.7569332,-73.9262231,2018,11,1
35 Ave & 10 St,40.76315482,-73.9398551,2018,10,322
35 Ave & 37 St,40.7557327,-73.9236611,2018,10,583
35 St & 34 Ave,40.7580583,-73.9242751,2018,10,407
35 St & Broadway,40.760339,-73.9222427,2018,10,605
36 Ave & 10 St,40.7614376,-73.9411265,2018,10,330
37 Ave & 35 St,40.7531106,-73.9279917,2018,10,398
37 St & 24 Ave,40.7701477,-73.9120938,2018,10,373
39 St & 2 Ave - Citi Bike HQ at Industry City,40.65539977,-74.01062787,2018,10,251
4 Ave & 2 St,40.67461342,-73.98501143,2018,10,698
4 Ave & 9 St,40.6705135,-73.98876585,2018,10,1116
40 Ave & 9 St,40.75742,-73.945133,2018,10,239
43 St & Broadway,40.7577284,-73.9166368,2018,10,639
43 St & Broadway,40.7577284,-73.9166368,2018,11,1
44 Dr & 21 St,40.748,-73.9460927,2018,10,1239
44 Dr & Jackson Ave,40.74718234,-73.9432635,2018,10,1554
45 Rd & 11 St,40.74708586,-73.94977234,2018,10,1149
46 Ave & 5 St,40.74731,-73.95451,2018,10,1796
47 Ave & 31 St,40.743,-73.93561,2018,10,464
47 Ave & Skillman Ave,40.74375241,-73.94176483,2018,10,75
48 Ave & 30 Pl,40.74128309,-73.93725872,2018,10,270
48 Ave & 5 St,40.74436329,-73.95587325,2018,10,454
49 Ave & 21 St,40.74252,-73.948852,2018,10,473
5 Ave & 3 St,40.6728155,-73.98352355,2018,10,1683
5 Ave & E 103 St,40.7922553,-73.95249933,2018,10,2186
5 Ave & E 126 St,40.80698,-73.941747,2018,10,476
5 Ave & E 63 St,40.766368,-73.971518,2018,10,1936
5 Ave & E 73 St,40.77282817,-73.96685276,2018,10,4237
5 Ave & E 78 St,40.77632142,-73.96427393,2018,10,3620
5 Ave & E 88 St,40.78307,-73.95939,2018,10,4845
5 Ave & E 93 St,40.7857851,-73.957481,2018,10,1704
5 St & 51 Ave,40.7423737,-73.9566,2018,10,462
5 St & 6 Ave,40.6704836,-73.98208968,2018,10,659
5 St & Market St,40.69999748,-73.97440128,2018,10,402
6 Ave & 12 St,40.6663181,-73.9854617,2018,10,681
6 Ave & 9 St,40.668127,-73.98377641,2018,10,1122
6 Ave & Canal St,40.72243797,-74.00566443,2018,10,4578
6 Ave & Spring St,40.7252557,-74.00412083,2018,10,4489
6 Ave & W 33 St,40.74901271,-73.98848395,2018,10,7470
6 Ave & W 33 St,40.74901271,-73.98848395,2018,11,1
6 St & 7 Ave,40.6686627,-73.97988067,2018,10,664
7 St & 3 Ave,40.67260298,-73.98983002,2018,10,763
7 St & 5 Ave,40.6704922,-73.98541675,2018,10,869
8 Ave & W 31 St,40.75058535,-73.99468482,2018,10,10105
8 Ave & W 31 St,40.75058535,-73.99468482,2018,11,4
8 Ave & W 33 St,40.751551,-73.993934,2018,10,10426
8 Ave & W 33 St,40.751551,-73.993934,2018,11,2
8 Ave & W 52 St,40.76370739,-73.9851615,2018,10,4334
9 Ave & W 22 St,40.7454973,-74.00197139,2018,10,6074
9 Ave & W 22 St,40.7454973,-74.00197139,2018,11,1
9 Ave & W 28 St,40.74937024,-73.99923384,2018,10,3593
9 Ave & W 45 St,40.76019252,-73.9912551,2018,10,5916
9 Ave & W 45 St,40.76019252,-73.9912551,2018,11,2
9 St & 44 Rd,40.74966,-73.9521,2018,10,345
9 St & 44 Rd,40.74966,-73.9521,2018,11,1
Adam Clayton Powell Blvd & W 115 St,40.802535,-73.9532423,2018,10,535
Adam Clayton Powell Blvd & W 118 St,40.804372,-73.951475,2018,10,667
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,2018,10,767
Adam Clayton Powell Blvd & W 123 St,40.8078316,-73.949373,2018,11,1
Adam Clayton Powell Blvd & W 126 St,40.80949535,-73.94776493,2018,10,794
Adelphi St & Myrtle Ave,40.69308257,-73.97178913,2018,10,1825
Albany Ave & Fulton St,40.6800105,-73.938475,2018,10,253
Albany Ave & Fulton St,40.6800105,-73.938475,2018,11,2
Allen St & Hester St,40.71605866,-73.99190759,2018,10,4607
Allen St & Rivington St,40.72019576,-73.98997825,2018,10,5033
Allen St & Rivington St,40.72019576,-73.98997825,2018,11,1
Allen St & Stanton St,40.722055,-73.989111,2018,10,5848
Amsterdam Ave & W 119 St,40.8086249,-73.9596214,2018,10,933
Amsterdam Ave & W 125 St,40.813358,-73.956461,2018,10,731
Amsterdam Ave & W 125 St,40.813358,-73.956461,2018,11,1
Amsterdam Ave & W 66 St,40.7746671,-73.98470567,2018,10,1818
Amsterdam Ave & W 73 St,40.77966809,-73.98093045,2018,10,4998
Amsterdam Ave & W 79 St,40.7829391,-73.9786517,2018,10,2730
Amsterdam Ave & W 82 St,40.78524672,-73.97667321,2018,10,2939
Astoria Park S & Shore Blvd,40.7767,-73.927631,2018,10,488
Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,2018,10,658
Atlantic Ave & Furman St,40.69165183,-73.9999786,2018,10,2169
Avenue D & E 12 St,40.72580614,-73.97422494,2018,10,1732
Avenue D & E 3 St,40.72082834,-73.97793172,2018,10,2447
Avenue D & E 8 St,40.72368361,-73.97574813,2018,10,1949
Baltic St & 5 Ave,40.6795766,-73.97854971,2018,10,1650
Bank St & Hudson St,40.73652889,-74.00618026,2018,10,3485
Bank St & Washington St,40.7361967,-74.00859207,2018,10,3351
Banker St & Meserole Ave,40.72606,-73.95621,2018,10,1596
Barclay St & Church St,40.71291224,-74.01020234,2018,10,4902
Barrow St & Hudson St,40.73172428,-74.00674436,2018,10,7190
Barrow St & Hudson St,40.73172428,-74.00674436,2018,11,1
Bayard St & Baxter St,40.71602118,-73.99974372,2018,10,3874
Bayard St & Leonard St,40.71915572,-73.94885391,2018,10,856
Bedford Ave & Bergen St,40.676368,-73.952918,2018,10,1011
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2018,10,2685
Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2018,11,2
Bedford Ave & S 9 St,40.70853074,-73.96408963,2018,10,424
Bergen St & Flatbush Ave,40.68094472,-73.97567332,2018,10,1749
Bergen St & Flatbush Ave,40.68094472,-73.97567332,2018,11,2
Bergen St & Smith St,40.6867443,-73.99063168,2018,10,4078
Bergen St & Vanderbilt Ave,40.6794388,-73.9680438,2018,10,1378
Berkeley Pl & 6 Ave,40.6765304,-73.97846879,2018,10,1002
Berkeley Pl & 7 Ave,40.67514684,-73.97523209,2018,10,1751
Berkeley Pl & 7 Ave,40.67514684,-73.97523209,2018,11,1
Berry St & N 8 St,40.7190095,-73.95852515,2018,10,2510
Bialystoker Pl & Delancey St,40.71622644,-73.98261206,2018,10,1938
Boerum St & Broadway,40.70538077,-73.94976519,2018,10,731
Bond St & Bergen St,40.6849668,-73.98620772,2018,10,1375
Bond St & Fulton St,40.68962189,-73.98304269,2018,10,2560
Bressler,40.64653837,-74.01658773,2018,10,22
Broad St & Bridge St,40.70365182,-74.01167797,2018,10,1787
Broadway & 12 St,40.7668,-73.9347774,2018,10,385
Broadway & Battery Pl,40.70463334,-74.01361706,2018,10,4696
Broadway & Berry St,40.71044554,-73.96525063,2018,10,2108
Broadway & E 14 St,40.73454567,-73.99074142,2018,10,9414
Broadway & E 22 St,40.7403432,-73.98955109,2018,10,11935
Broadway & Moylan Pl,40.8143256,-73.9590255,2018,10,1355
Broadway & Roebling St,40.70924826,-73.96063149,2018,10,2031
Broadway & W 122 St,40.8120562,-73.9612547,2018,10,626
Broadway & W 25 St,40.74286877,-73.98918629,2018,10,8519
Broadway & W 25 St,40.74286877,-73.98918629,2018,11,1
Broadway & W 29 St,40.7462009,-73.98855723,2018,10,8210
Broadway & W 32 St,40.74854862,-73.98808416,2018,10,5577
Broadway & W 32 St,40.74854862,-73.98808416,2018,11,1
Broadway & W 36 St,40.75097711,-73.98765428,2018,10,3970
Broadway & W 37 St,40.75172632,-73.98753523,2018,10,2611
Broadway & W 38 St,40.75299641,-73.98721619,2018,10,4207
Broadway & W 41 St,40.75513557,-73.98658032,2018,10,6459
Broadway & W 41 St,40.75513557,-73.98658032,2018,11,1
Broadway & W 49 St,40.76068327,-73.98452729,2018,10,6557
Broadway & W 51 St,40.76228826,-73.98336183,2018,10,3902
Broadway & W 51 St,40.76228826,-73.98336183,2018,11,1
Broadway & W 53 St,40.76344058,-73.98268129,2018,10,3706
Broadway & W 56 St,40.7652654,-73.98192338,2018,10,5383
Broadway & W 58 St,40.76695317,-73.98169333,2018,10,5943
Broadway & W 60 St,40.76915505,-73.98191841,2018,10,8247
Broadway & W 60 St,40.76915505,-73.98191841,2018,11,1
Broadway & Whipple St,40.7016657,-73.9437303,2018,10,896
Broadway & Whipple St,40.7016657,-73.9437303,2018,11,1
Bus Slip & State St,40.701907,-74.013942,2018,10,2537
Bushwick Ave & Powers St,40.71247661,-73.94100005,2018,10,1283
Butler St & Court St,40.6849894,-73.99440329,2018,10,981
Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,2018,10,2579
